s_abs_i32		0x0	0x00000000
s_abs_i32		0x1	0x00000001
s_abs_i32		0x7fffffff	0x7fffffff
s_abs_i32		0x80000000	0x80000000
s_abs_i32		0xfffffffe	0x00000002
s_abs_i32		0xffffffff	0x00000001
s_absdiff_i32		0x0 0x0	0x00000000
s_absdiff_i32		0x0 0x1	0x00000001
s_absdiff_i32		0x0 0x7fffffff	0x7fffffff
s_absdiff_i32		0x0 0x80000000	0x80000000
s_absdiff_i32		0x0 0xfffffffe	0x00000002
s_absdiff_i32		0x0 0xffffffff	0x00000001
s_absdiff_i32		0x1 0x0	0x00000001
s_absdiff_i32		0x1 0x1	0x00000000
s_absdiff_i32		0x1 0x7fffffff	0x7ffffffe
s_absdiff_i32		0x1 0x80000000	0x7fffffff
s_absdiff_i32		0x1 0xfffffffe	0x00000003
s_absdiff_i32		0x1 0xffffffff	0x00000002
s_absdiff_i32		0x7fffffff 0x0	0x7fffffff
s_absdiff_i32		0x7fffffff 0x1	0x7ffffffe
s_absdiff_i32		0x7fffffff 0x7fffffff	0x00000000
s_absdiff_i32		0x7fffffff 0x80000000	0x00000001
s_absdiff_i32		0x7fffffff 0xfffffffe	0x7fffffff
s_absdiff_i32		0x7fffffff 0xffffffff	0x80000000
s_absdiff_i32		0x80000000 0x0	0x80000000
s_absdiff_i32		0x80000000 0x1	0x7fffffff
s_absdiff_i32		0x80000000 0x7fffffff	0x00000001
s_absdiff_i32		0x80000000 0x80000000	0x00000000
s_absdiff_i32		0x80000000 0xfffffffe	0x7ffffffe
s_absdiff_i32		0x80000000 0xffffffff	0x7fffffff
s_absdiff_i32		0xfffffffe 0x0	0x00000002
s_absdiff_i32		0xfffffffe 0x1	0x00000003
s_absdiff_i32		0xfffffffe 0x7fffffff	0x7fffffff
s_absdiff_i32		0xfffffffe 0x80000000	0x7ffffffe
s_absdiff_i32		0xfffffffe 0xfffffffe	0x00000000
s_absdiff_i32		0xfffffffe 0xffffffff	0x00000001
s_absdiff_i32		0xffffffff 0x0	0x00000001
s_absdiff_i32		0xffffffff 0x1	0x00000002
s_absdiff_i32		0xffffffff 0x7fffffff	0x80000000
s_absdiff_i32		0xffffffff 0x80000000	0x7fffffff
s_absdiff_i32		0xffffffff 0xfffffffe	0x00000001
s_absdiff_i32		0xffffffff 0xffffffff	0x00000000
s_absdiff_u32		0x0 0x0	0x00000000
s_absdiff_u32		0x0 0x1	0x00000001
s_absdiff_u32		0x0 0x7fffffff	0x7fffffff
s_absdiff_u32		0x0 0x80000000	0x80000000
s_absdiff_u32		0x0 0xfffffffe	0xfffffffe
s_absdiff_u32		0x0 0xffffffff	0xffffffff
s_absdiff_u32		0x1 0x0	0x00000001
s_absdiff_u32		0x1 0x1	0x00000000
s_absdiff_u32		0x1 0x7fffffff	0x7ffffffe
s_absdiff_u32		0x1 0x80000000	0x7fffffff
s_absdiff_u32		0x1 0xfffffffe	0xfffffffd
s_absdiff_u32		0x1 0xffffffff	0xfffffffe
s_absdiff_u32		0x7fffffff 0x0	0x7fffffff
s_absdiff_u32		0x7fffffff 0x1	0x7ffffffe
s_absdiff_u32		0x7fffffff 0x7fffffff	0x00000000
s_absdiff_u32		0x7fffffff 0x80000000	0x00000001
s_absdiff_u32		0x7fffffff 0xfffffffe	0x7fffffff
s_absdiff_u32		0x7fffffff 0xffffffff	0x80000000
s_absdiff_u32		0x80000000 0x0	0x80000000
s_absdiff_u32		0x80000000 0x1	0x7fffffff
s_absdiff_u32		0x80000000 0x7fffffff	0x00000001
s_absdiff_u32		0x80000000 0x80000000	0x00000000
s_absdiff_u32		0x80000000 0xfffffffe	0x7ffffffe
s_absdiff_u32		0x80000000 0xffffffff	0x7fffffff
s_absdiff_u32		0xfffffffe 0x0	0xfffffffe
s_absdiff_u32		0xfffffffe 0x1	0xfffffffd
s_absdiff_u32		0xfffffffe 0x7fffffff	0x7fffffff
s_absdiff_u32		0xfffffffe 0x80000000	0x7ffffffe
s_absdiff_u32		0xfffffffe 0xfffffffe	0x00000000
s_absdiff_u32		0xfffffffe 0xffffffff	0x00000001
s_absdiff_u32		0xffffffff 0x0	0xffffffff
s_absdiff_u32		0xffffffff 0x1	0xfffffffe
s_absdiff_u32		0xffffffff 0x7fffffff	0x80000000
s_absdiff_u32		0xffffffff 0x80000000	0x7fffffff
s_absdiff_u32		0xffffffff 0xfffffffe	0x00000001
s_absdiff_u32		0xffffffff 0xffffffff	0x00000000
s_add_i32		0x0 0x0	0x00000000
s_add_i32		0x0 0x1	0x00000001
s_add_i32		0x0 0x7fffffff	0x7fffffff
s_add_i32		0x0 0x80000000	0x80000000
s_add_i32		0x0 0xfffffffe	0xfffffffe
s_add_i32		0x0 0xffffffff	0xffffffff
s_add_i32		0x1 0x0	0x00000001
s_add_i32		0x1 0x1	0x00000002
s_add_i32		0x1 0x7fffffff	0x80000000
s_add_i32		0x1 0x80000000	0x80000001
s_add_i32		0x1 0xfffffffe	0xffffffff
s_add_i32		0x1 0xffffffff	0x00000000
s_add_i32		0x7fffffff 0x0	0x7fffffff
s_add_i32		0x7fffffff 0x1	0x80000000
s_add_i32		0x7fffffff 0x7fffffff	0xfffffffe
s_add_i32		0x7fffffff 0x80000000	0xffffffff
s_add_i32		0x7fffffff 0xfffffffe	0x7ffffffd
s_add_i32		0x7fffffff 0xffffffff	0x7ffffffe
s_add_i32		0x80000000 0x0	0x80000000
s_add_i32		0x80000000 0x1	0x80000001
s_add_i32		0x80000000 0x7fffffff	0xffffffff
s_add_i32		0x80000000 0x80000000	0x00000000
s_add_i32		0x80000000 0xfffffffe	0x7ffffffe
s_add_i32		0x80000000 0xffffffff	0x7fffffff
s_add_i32		0xfffffffe 0x0	0xfffffffe
s_add_i32		0xfffffffe 0x1	0xffffffff
s_add_i32		0xfffffffe 0x7fffffff	0x7ffffffd
s_add_i32		0xfffffffe 0x80000000	0x7ffffffe
s_add_i32		0xfffffffe 0xfffffffe	0xfffffffc
s_add_i32		0xfffffffe 0xffffffff	0xfffffffd
s_add_i32		0xffffffff 0x0	0xffffffff
s_add_i32		0xffffffff 0x1	0x00000000
s_add_i32		0xffffffff 0x7fffffff	0x7ffffffe
s_add_i32		0xffffffff 0x80000000	0x7fffffff
s_add_i32		0xffffffff 0xfffffffe	0xfffffffd
s_add_i32		0xffffffff 0xffffffff	0xfffffffe
s_add_u32		0x0 0x0	0x00000000
s_add_u32		0x0 0x1	0x00000001
s_add_u32		0x0 0x7fffffff	0x7fffffff
s_add_u32		0x0 0x80000000	0x80000000
s_add_u32		0x0 0xfffffffe	0xfffffffe
s_add_u32		0x0 0xffffffff	0xffffffff
s_add_u32		0x1 0x0	0x00000001
s_add_u32		0x1 0x1	0x00000002
s_add_u32		0x1 0x7fffffff	0x80000000
s_add_u32		0x1 0x80000000	0x80000001
s_add_u32		0x1 0xfffffffe	0xffffffff
s_add_u32		0x1 0xffffffff	0x00000000
s_add_u32		0x7fffffff 0x0	0x7fffffff
s_add_u32		0x7fffffff 0x1	0x80000000
s_add_u32		0x7fffffff 0x7fffffff	0xfffffffe
s_add_u32		0x7fffffff 0x80000000	0xffffffff
s_add_u32		0x7fffffff 0xfffffffe	0x7ffffffd
s_add_u32		0x7fffffff 0xffffffff	0x7ffffffe
s_add_u32		0x80000000 0x0	0x80000000
s_add_u32		0x80000000 0x1	0x80000001
s_add_u32		0x80000000 0x7fffffff	0xffffffff
s_add_u32		0x80000000 0x80000000	0x00000000
s_add_u32		0x80000000 0xfffffffe	0x7ffffffe
s_add_u32		0x80000000 0xffffffff	0x7fffffff
s_add_u32		0xfffffffe 0x0	0xfffffffe
s_add_u32		0xfffffffe 0x1	0xffffffff
s_add_u32		0xfffffffe 0x7fffffff	0x7ffffffd
